Strasse vor 1882,Nummer vor 1882,Strasse,Nummer,Scan,ID,Status
Brunnadern-Drittel,14b,Kalcheggweg,2a,3012686,3468,Unbekannte Hausnummer
Brunnadern-Drittel,15,Kalcheggweg,8,3012686,3469,OK
Brunnadern-Drittel,16a,Kalcheggweg,8a,3012686,3470,OK
Brunnadern-Drittel,16c,Kalcheggweg,8b,3012686,3471,OK
Brunnadern-Drittel,17a,Kalcheggweg,12,3012686,3472,OK
Brunnadern-Drittel,17b,Kalcheggweg,12a,3012686,3473,OK
Brunnadern-Drittel,18,Kalcheggweg,14,3012686,3474,OK
Brunnadern-Drittel,19a,Brunnadernweg,40,3012686,3475,Unbekannte Strasse
Brunnadern-Drittel,19b,Brunnadernweg,40,3012686,3475,Unbekannte Strasse
Brunnadern-Drittel,19c,Brunnadernweg,40,3012686,3475,Unbekannte Strasse
Brunnadern-Drittel,19a,Brunnadernweg,40a,3012686,3476,Unbekannte Strasse
Brunnadern-Drittel,19b,Brunnadernweg,40a,3012686,3476,Unbekannte Strasse
Brunnadern-Drittel,19c,Brunnadernweg,40a,3012686,3476,Unbekannte Strasse
Brunnadern-Drittel,19a,Brunnadernweg,40b,3012686,3477,Unbekannte Strasse
Brunnadern-Drittel,19b,Brunnadernweg,40b,3012686,3477,Unbekannte Strasse
Brunnadern-Drittel,19c,Brunnadernweg,40b,3012686,3477,Unbekannte Strasse
Brunnadern-Drittel,19d,Brunnadernweg,38,3012686,3478,Unbekannte Strasse
Brunnadern-Drittel,21a,Brunnadernweg,45,3012686,3479,Unbekannte Strasse
Brunnadern-Drittel,21b,Brunnadernweg,45a,3012686,3480,Unbekannte Strasse
Brunnadern-Drittel,22a,Brunnadernweg,47,3012686,3481,Unbekannte Strasse
Brunnadern-Drittel,22a,Brunnadernweg,47c,3012686,3482,Unbekannte Strasse
Brunnadern-Drittel,22b,Brunnadernweg,47a,3012686,3483,Unbekannte Strasse
Brunnadern-Drittel,22b,Brunnadernweg,47b,3012686,3484,Unbekannte Strasse
Brunnadern-Drittel,23a,Elfenauweg,41,3012687,3485,OK
Brunnadern-Drittel,23b,Elfenauweg,44,3012687,3486,Unbekannte Hausnummer
Brunnadern-Drittel,23b,Elfenauweg,44a,3012687,3487,Unbekannte Hausnummer
Brunnadern-Drittel,23c,Elfenauweg,44c,3012687,3488,Unbekannte Hausnummer
Brunnadern-Drittel,23c,Elfenauweg,44b,3012687,3489,Unbekannte Hausnummer
Brunnadern-Drittel,23d,Elfenauweg,42,3012687,3490,Unbekannte Hausnummer
Brunnadern-Drittel,23e,Elfenauweg,46b,3012687,3491,Unbekannte Hausnummer
Brunnadern-Drittel,23f,Elfenauweg,46,3012687,3492,OK
Brunnadern-Drittel,23f,Elfenauweg,46a,3012687,3493,Unbekannte Hausnummer
Brunnadern-Drittel,24a,Elfenauweg,40,3012687,3494,Unbekannte Hausnummer
Brunnadern-Drittel,24g,Elfenauweg,40a,3012687,3495,Unbekannte Hausnummer
Brunnadern-Drittel,24h,Elfenauweg,40b,3012687,3496,Unbekannte Hausnummer
Brunnadern-Drittel,25,Elfenauweg,28,3012687,3497,OK
Brunnadern-Drittel,26,Elfenauweg,26,3012687,3498,OK
Brunnadern-Drittel,27,Elfenauweg,22,3012687,3499,Unbekannte Hausnummer
Brunnadern-Drittel,28,Elfenauweg,16a,3012687,3500,Unbekannte Hausnummer
Brunnadern-Drittel,28,Elfenauweg,16b,3012687,3501,Unbekannte Hausnummer
Brunnadern-Drittel,28a,Elfenauweg,16c,3012687,3502,Unbekannte Hausnummer
Brunnadern-Drittel,29a,Muristrasse,104,3012687,3503,Unbekannte Hausnummer
Brunnadern-Drittel,29a,Muristrasse,104b,3012687,3504,Unbekannte Hausnummer
Brunnadern-Drittel,29b,Muristrasse,104a,3012687,3505,Unbekannte Hausnummer
Brunnadern-Drittel,29d,Muristrasse,98,3012687,3506,Unbekannte Hausnummer
Brunnadern-Drittel,29d,Muristrasse,98a,3012687,3507,Unbekannte Hausnummer
Schosshalden-Drittel,30,Alter Aargauerstalden,4,3012687,3508,OK
Schosshalden-Drittel,31a,Alter Aargauerstalden,2,3012687,3509,OK
Schosshalden-Drittel,31b,Alter Aargauerstalden,2a,3012687,3510,Unbekannte Hausnummer
Schosshalden-Drittel,32a,Kleiner Muristalden,3,3012687,3511,OK
Schosshalden-Drittel,32b,Kleiner Muristalden,3a,3012687,3512,Unbekannte Hausnummer
Schosshalden-Drittel,33a,Muristrasse,1,3012687,3513,Unbekannte Hausnummer
Schosshalden-Drittel,33a,Muristrasse,1d,3012687,3514,Unbekannte Hausnummer
Schosshalden-Drittel,33a,Muristrasse,1a,3012687,3515,Unbekannte Hausnummer
Schosshalden-Drittel,33a,Muristrasse,1b,3012687,3516,Unbekannte Hausnummer
Schosshalden-Drittel,33d,Kleiner Muristalden,34,3012687,3517,Unbekannte Hausnummer
Schosshalden-Drittel,33d,Kleiner Muristalden,36,3012687,3518,Unbekannte Hausnummer
Schosshalden-Drittel,33d,Kleiner Muristalden,38,3012687,3519,Unbekannte Hausnummer
Schosshalden-Drittel,33d,Kleiner Muristalden,38a,3012687,3520,Unbekannte Hausnummer
Schosshalden-Drittel,33g,Kleiner Muristalden,34,3012687,3521,Unbekannte Hausnummer
Schosshalden-Drittel,33g,Kleiner Muristalden,36,3012687,3522,Unbekannte Hausnummer
Schosshalden-Drittel,33g,Kleiner Muristalden,38,3012687,3523,Unbekannte Hausnummer
Schosshalden-Drittel,33g,Kleiner Muristalden,38a,3012687,3524,Unbekannte Hausnummer
Schosshalden-Drittel,34a,Muristrasse,29,3012687,3525,OK
Schosshalden-Drittel,34e,Muristrasse,29a,3012687,3526,Unbekannte Hausnummer
Schosshalden-Drittel,34b,Muristrasse,31,3012687,3527,OK
Schosshalden-Drittel,34c,Muristrasse,31a,3012687,3528,Unbekannte Hausnummer
Schosshalden-Drittel,34d,Muristrasse,31b,3012687,3529,Unbekannte Hausnummer
Schosshalden-Drittel,35,Muristrasse,45,3012687,3530,Unbekannte Hausnummer
Schosshalden-Drittel,35,Muristrasse,45a,3012687,3531,Unbekannte Hausnummer
Schosshalden-Drittel,36a,Muristrasse,47,3012687,3532,Unbekannte Hausnummer
Schosshalden-Drittel,36b,Muristrasse,47a,3012687,3533,Unbekannte Hausnummer
Schosshalden-Drittel,38a,Muristrasse,73,3012687,3534,OK
Schosshalden-Drittel,38b,Muristrasse,73a,3012687,3535,Unbekannte Hausnummer
Schosshalden-Drittel,38c,Muristrasse,73b,3012687,3536,Unbekannte Hausnummer
Schosshalden-Drittel,39a,Muristrasse,80,3012687,3537,Unbekannte Hausnummer
Schosshalden-Drittel,39b,Muristrasse,80a,3012687,3538,Unbekannte Hausnummer
Schosshalden-Drittel,40,Muristrasse,82,3012687,3539,OK
Schosshalden-Drittel,41a,Worbstrasse,9a,3012687,3540,Unbekannte Hausnummer
Schosshalden-Drittel,41b,Worbstrasse,9b,3012687,3541,Unbekannte Hausnummer
Schosshalden-Drittel,41c,Worbstrasse,9c,3012687,3542,Unbekannte Hausnummer
Schosshalden-Drittel,42,Worbstrasse,9,3012687,3543,Unbekannte Hausnummer
Schosshalden-Drittel,43a,Melchenbühlweg,56,3012687,3544,Unbekannte Hausnummer
Schosshalden-Drittel,43a,Melchenbühlweg,56a,3012687,3545,Unbekannte Hausnummer
Schosshalden-Drittel,43b,Melchenbühlweg,56b,3012687,3546,Unbekannte Hausnummer
Schosshalden-Drittel,44,Melchenbühlweg,56c,3012687,3547,Unbekannte Hausnummer
Schosshalden-Drittel,45a,Melchenbühlweg,37,3012687,3548,Unbekannte Hausnummer
Schosshalden-Drittel,45a,Melchenbühlweg,37c,3012687,3549,Unbekannte Hausnummer
Schosshalden-Drittel,45a,Melchenbühlweg,37a,3012687,3550,Unbekannte Hausnummer
Schosshalden-Drittel,45b,Melchenbühlweg,37b,3012687,3551,Unbekannte Hausnummer
Schosshalden-Drittel,45d,Melchenbühlweg,37d,3012687,3552,Unbekannte Hausnummer
Schosshalden-Drittel,45c,Melchenbühlweg,39,3012687,3553,Unbekannte Hausnummer
Schosshalden-Drittel,46,Melchenbühlweg,36,3012687,3554,Unbekannte Hausnummer
Schosshalden-Drittel,47a,Melchenbühlweg,26,3012687,3555,OK
Schosshalden-Drittel,47a,Melchenbühlweg,26a,3012687,3556,OK
Schosshalden-Drittel,48b,Melchenbühlweg,22,3012687,3557,OK
Schosshalden-Drittel,48c,Melchenbühlweg,24,3012687,3558,OK
Schosshalden-Drittel,49a,Melchenbühlweg,23,3012687,3559,OK
Schosshalden-Drittel,49a,Melchenbühlweg,23a,3012687,3560,Unbekannte Hausnummer
Schosshalden-Drittel,50,Melchenbühlweg,21,3012687,3561,OK
Schosshalden-Drittel,51,Melchenbühlweg,13,3012687,3562,OK
Schosshalden-Drittel,52,Melchenbühlweg,11,3012687,3563,OK
Schosshalden-Drittel,53,Melchenbühlweg,10,3012687,3564,Unbekannte Hausnummer
Schosshalden-Drittel,54a,Melchenbühlweg,4,3012687,3565,OK
Schosshalden-Drittel,54b,Melchenbühlweg,4a,3012687,3566,OK
Schosshalden-Drittel,55a,Melchenbühlweg,4b,3012687,3567,Unbekannte Hausnummer
Schosshalden-Drittel,55b,Melchenbühlweg,4c,3012687,3568,Unbekannte Hausnummer
,,Melchenbühlweg,4d,3012687,3569,Unbekannte Hausnummer
Schosshalden-Drittel,56a,Friedhofweg,24,3012687,3570,Unbekannte Strasse
Schosshalden-Drittel,56b,Friedhofweg,24a,3012687,3571,Unbekannte Strasse
Schosshalden-Drittel,57,Friedhofweg,26,3012687,3572,Unbekannte Strasse
Schosshalden-Drittel,58a,Ostermundigenstrasse,56,3012687,3573,OK
Schosshalden-Drittel,58c,Ostermundigenstrasse,60,3012687,3574,OK
Schosshalden-Drittel,58c,Ostermundigenstrasse,60a,3012687,3575,OK
Schosshalden-Drittel,59,Schosshaldenstrasse,92c,3012687,3576,OK
Schosshalden-Drittel,61a,Schosshaldenstrasse,92,3012687,3577,Unbekannte Hausnummer
Schosshalden-Drittel,61b,Schosshaldenstrasse,92a,3012687,3578,Unbekannte Hausnummer
,,Schosshaldenstrasse,92b,3012687,3579,Unbekannte Hausnummer
Schosshalden-Drittel,62,Schosshaldenstrasse,80,3012687,3580,OK
Schosshalden-Drittel,63,Schosshaldenstrasse,74,3012687,3581,OK
Schosshalden-Drittel,64a,Schosshaldenstrasse,76b,3012687,3582,Unbekannte Hausnummer
Schosshalden-Drittel,64b,Schosshaldenstrasse,76,3012687,3583,OK
Schosshalden-Drittel,64c,Schosshaldenstrasse,76a,3012687,3584,OK
Schosshalden-Drittel,65,Schosshaldenstrasse,76,3012687,3585,OK
Schosshalden-Drittel,66a,Schosshaldenstrasse,33,3012687,3586,Unbekannte Hausnummer
Schosshalden-Drittel,66b,Schosshaldenstrasse,33,3012687,3587,Unbekannte Hausnummer
Schosshalden-Drittel,66b,Schosshaldenstrasse,33,3012687,3588,Unbekannte Hausnummer
Schosshalden-Drittel,67,Schosshaldenstrasse,31,3012687,3589,OK
Schosshalden-Drittel,68,Schosshaldenstrasse,27,3012687,3590,Unbekannte Hausnummer
Schosshalden-Drittel,69,Schosshaldenstrasse,26d,3012687,3591,Unbekannte Hausnummer
Schosshalden-Drittel,70a,Schosshaldenstrasse,26a,3012687,3592,Unbekannte Hausnummer
Schosshalden-Drittel,70b,Schosshaldenstrasse,26b,3012687,3593,Unbekannte Hausnummer
Schosshalden-Drittel,70c,Schosshaldenstrasse,26c,3012687,3594,Unbekannte Hausnummer
Schosshalden-Drittel,71,Schosshaldenstrasse,26,3012687,3595,Unbekannte Hausnummer
Schosshalden-Drittel,71,Schosshaldenstrasse,26e,3012687,3596,Unbekannte Hausnummer
Schosshalden-Drittel,72a,Schosshaldenstrasse,12,3012687,3597,OK
Schosshalden-Drittel,72b,Schosshaldenstrasse,12a,3012687,3598,OK
Schosshalden-Drittel,72c,Schosshaldenstrasse,12b,3012687,3599,Unbekannte Hausnummer
Schosshalden-Drittel,73,Schosshaldenstrasse,12c,3012687,3600,Unbekannte Hausnummer
Schosshalden-Drittel,74a,Schosshaldenstrasse,13,3012687,3601,Unbekannte Hausnummer
Schosshalden-Drittel,74a,Schosshaldenstrasse,13a,3012687,3602,Unbekannte Hausnummer
Schosshalden-Drittel,74e,Schosshaldenstrasse,13b,3012687,3603,Unbekannte Hausnummer
Schosshalden-Drittel,75a,Schosshaldenstrasse,15,3012687,3604,Unbekannte Hausnummer
Schosshalden-Drittel,75b,Schosshaldenstrasse,17,3012687,3605,OK
Schosshalden-Drittel,76a,Egelgasse,32,3012687,3606,OK
Schosshalden-Drittel,76b,Egelgasse,32a,3012687,3607,Unbekannte Hausnummer
Schosshalden-Drittel,77a,Egelgasse,30,3012687,3608,Unbekannte Hausnummer
Schosshalden-Drittel,77a,Egelgasse,30a,3012687,3609,Unbekannte Hausnummer
Schosshalden-Drittel,79a,Schosshaldenstrasse,38,3012687,3610,OK
Schosshalden-Drittel,79b,Schosshaldenstrasse,38a,3012687,3611,Unbekannte Hausnummer
,,Schosshaldenstrasse,38b,3012687,3612,Unbekannte Hausnummer
Schosshalden-Drittel,80a,Schosshaldenstrasse,18,3012688,3613,OK
Schosshalden-Drittel,80b,Schosshaldenstrasse,18a,3012688,3614,OK
Schosshalden-Drittel,80c,Schosshaldenstrasse,22,3012688,3615,OK
Schosshalden-Drittel,80d,Schosshaldenstrasse,22a,3012688,3616,OK
Schosshalden-Drittel,81a,Schosshaldenstrasse,16,3012688,3617,OK
Schosshalden-Drittel,81b,Schosshaldenstrasse,15,3012688,3618,Unbekannte Hausnummer
Schosshalden-Drittel,81c,Höheweg,8,3012688,3619,Unbekannte Hausnummer
Schosshalden-Drittel,81d,Höheweg,4,3012688,3620,OK
Schosshalden-Drittel,81e,Höheweg,6,3012688,3621,OK
Schosshalden-Drittel,81f,Höheweg,6a,3012688,3622,OK
Schosshalden-Drittel,82a,Schosshaldenstrasse,17,3012688,3623,OK
Schosshalden-Drittel,83,Schosshaldenstrasse,30,3012688,3624,OK
Schosshalden-Drittel,84a,Schosshaldenstrasse,32,3012688,3625,OK
Schosshalden-Drittel,85a,Schosshaldenstrasse,44,3012688,3626,OK
Schosshalden-Drittel,85b,Schosshaldenstrasse,40,3012688,3627,OK
Schosshalden-Drittel,85c,Schosshaldenstrasse,44a,3012688,3628,OK
Schosshalden-Drittel,87a,Schosshaldenstrasse,56,3012688,3629,OK
Schosshalden-Drittel,87a,Schosshaldenstrasse,56a,3012688,3630,OK
Schosshalden-Drittel,87a,Schosshaldenstrasse,56b,3012688,3631,OK
Schosshalden-Drittel,87b,Schosshaldenstrasse,58,3012688,3632,OK
Schosshalden-Drittel,87b,Schosshaldenstrasse,58a,3012688,3633,OK
Schosshalden-Drittel,87b,Schosshaldenstrasse,58b,3012688,3634,OK
Schosshalden-Drittel,89a,Laubeggstrasse,60b,3012688,3635,Unbekannte Hausnummer
Schosshalden-Drittel,89b,Laubeggstrasse,60,3012688,3636,Unbekannte Hausnummer
Schosshalden-Drittel,89b,Laubeggstrasse,60a,3012688,3637,Unbekannte Hausnummer
Schosshalden-Drittel,90a,Laubeggstrasse,54,3012688,3638,OK
Schosshalden-Drittel,90b,Oberer Haspelweg,12,3012688,3639,Unbekannte Strasse
Schosshalden-Drittel,90c,Oberer Haspelweg,12a,3012688,3640,Unbekannte Strasse
Schosshalden-Drittel,91a,Laubeggstrasse,45,3012688,3641,Unbekannte Hausnummer
Schosshalden-Drittel,91b,Laubeggstrasse,45a,3012688,3642,Unbekannte Hausnummer
Schosshalden-Drittel,92,Laubeggstrasse,44,3012688,3643,Unbekannte Hausnummer
Schosshalden-Drittel,93a,Laubeggstrasse,40,3012688,3644,OK
Schosshalden-Drittel,93b,Laubeggstrasse,36,3012688,3645,OK
Schosshalden-Drittel,93c,Laubeggstrasse,38,3012688,3646,OK
Schosshalden-Drittel,93c,Laubeggstrasse,38a,3012688,3647,OK
Schosshalden-Drittel,93c,Laubeggstrasse,38b,3012688,3648,OK
Schosshalden-Drittel,93d,Laubeggstrasse,34,3012688,3649,OK
Schosshalden-Drittel,93e,Laubeggstrasse,34a,3012688,3650,OK
Schosshalden-Drittel,94a,Laubeggstrasse,29,3012688,3651,OK
Schosshalden-Drittel,94b,Laubeggstrasse,27,3012688,3652,OK
Schosshalden-Drittel,94d,Laubeggstrasse,27a,3012688,3653,OK
Schosshalden-Drittel,95a,Laubeggstrasse,23,3012688,3654,OK
Schosshalden-Drittel,95a,Laubeggstrasse,23a,3012688,3655,Unbekannte Hausnummer
Schosshalden-Drittel,95b,Laubeggstrasse,23b,3012688,3656,OK
Schosshalden-Drittel,96a,Laubeggstrasse,20,3012688,3657,Unbekannte Hausnummer
Schosshalden-Drittel,96b,Laubeggstrasse,20a,3012688,3658,Unbekannte Hausnummer
Schosshalden-Drittel,97,Alter Aargauerstalden,32,3012688,3659,OK
Schosshalden-Drittel,97,Alter Aargauerstalden,32a,3012688,3660,OK
Schosshalden-Drittel,98a,Alter Aargauerstalden,27,3012688,3661,Unbekannte Hausnummer
Schosshalden-Drittel,98a,Alter Aargauerstalden,27a,3012688,3662,Unbekannte Hausnummer
Schosshalden-Drittel,99a,Alter Aargauerstalden,11a,3012688,3663,OK
Schosshalden-Drittel,99b,Laubeggstrasse,1b,3012688,3664,Unbekannte Hausnummer
Schosshalden-Drittel,100a,Papiermühlestrasse,12a,3012688,3665,Unbekannte Hausnummer
Schosshalden-Drittel,100a,Papiermühlestrasse,12b,3012688,3666,Unbekannte Hausnummer
Schosshalden-Drittel,100b,Papiermühlestrasse,16,3012688,3667,OK
Schosshalden-Drittel,100c,Pulverweg,18,3012688,3668,Unbekannte Hausnummer
Schosshalden-Drittel,100d,Papiermühlestrasse,80,3012688,3669,Unbekannte Hausnummer
Schosshalden-Drittel,100f,Papiermühlestrasse,80a,3012688,3670,Unbekannte Hausnummer
Schosshalden-Drittel,100h,Papiermühlestrasse,12,3012688,3671,OK
Schosshalden-Drittel,100l,Papiermühlestrasse,22,3012688,3672,Unbekannte Hausnummer
Schosshalden-Drittel,101a,Bolligenstrasse,12,3012688,3673,OK
Schosshalden-Drittel,101b,Bolligenstrasse,12a,3012688,3674,OK
Schosshalden-Drittel,102a,Bolligenstrasse,18,3012688,3675,OK
Schosshalden-Drittel,102b,Bolligenstrasse,18a,3012688,3676,OK
Schosshalden-Drittel,103,Bolligenstrasse,20,3012688,3677,OK
Schosshalden-Drittel,103,Bolligenstrasse,20a,3012688,3678,Unbekannte Hausnummer
Schosshalden-Drittel,104a,Bolligenstrasse,26,3012688,3679,OK
Schosshalden-Drittel,104b,Bolligenstrasse,26a,3012688,3680,OK
,,Bolligenstrasse,26b,3012688,3681,OK
Schosshalden-Drittel,105,Bolligenstrasse,34,3012688,3682,OK
Schosshalden-Drittel,106a,Bolligenstrasse,38,3012688,3683,OK
Schosshalden-Drittel,106b,Bolligenstrasse,40,3012688,3684,OK
Schosshalden-Drittel,106c,Stationsweg,5,3012688,3685,Unbekannte Strasse
Schosshalden-Drittel,106e,Stationsweg,25,3012688,3686,Unbekannte Strasse
Schosshalden-Drittel,106f,Stationsweg,25a,3012688,3687,Unbekannte Strasse
Schosshalden-Drittel,106g,Stationsweg,25b,3012688,3688,Unbekannte Strasse
Schosshalden-Drittel,106i,Stationsweg,13,3012688,3689,Unbekannte Strasse
Schosshalden-Drittel,106h,Bolligenstrasse,78,3012688,3690,OK
Schosshalden-Drittel,106r,Stationsweg,27,3012688,3691,Unbekannte Strasse
Schosshalden-Drittel,106p,Stationsweg,25c,3012688,3692,Unbekannte Strasse
Schosshalden-Drittel,106t,Stationsweg,15,3012688,3693,Unbekannte Strasse
Schosshalden-Drittel,106k,Stationsweg,13a,3012688,3694,Unbekannte Strasse
Schosshalden-Drittel,106l,Stationsweg,21,3012688,3695,Unbekannte Strasse
Schosshalden-Drittel,106x,Stationsweg,22,3012688,3696,Unbekannte Strasse
Schosshalden-Drittel,106y,Stationsweg,22b,3012688,3697,Unbekannte Strasse
Schosshalden-Drittel,106z,Stationsweg,22a,3012688,3698,Unbekannte Strasse
Schosshalden-Drittel,107a,Bolligenstrasse,127,3012688,3699,Unbekannte Hausnummer
Schosshalden-Drittel,107b,Bolligenstrasse,125,3012688,3700,Unbekannte Hausnummer
Schosshalden-Drittel,107d,Bolligenstrasse,129,3012688,3701,Unbekannte Hausnummer
Schosshalden-Drittel,107e,Bolligenstrasse,131,3012688,3702,Unbekannte Hausnummer
Schosshalden-Drittel,107f,Bolligenstrasse,133,3012688,3703,Unbekannte Hausnummer
Schosshalden-Drittel,107g,Bolligenstrasse,133a,3012688,3704,Unbekannte Hausnummer
Schosshalden-Drittel,107h,Bolligenstrasse,135,3012688,3705,Unbekannte Hausnummer
Schosshalden-Drittel,107i,Bolligenstrasse,135,3012688,3705,Unbekannte Hausnummer
Schosshalden-Drittel,107j,Bolligenstrasse,135,3012688,3705,Unbekannte Hausnummer
Schosshalden-Drittel,107k,Bolligenstrasse,135,3012688,3705,Unbekannte Hausnummer
Schosshalden-Drittel,107h,Bolligenstrasse,135a,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107h,Bolligenstrasse,135b,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107h,Bolligenstrasse,135c,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107i,Bolligenstrasse,135a,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107i,Bolligenstrasse,135b,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107i,Bolligenstrasse,135c,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107j,Bolligenstrasse,135a,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107j,Bolligenstrasse,135b,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107j,Bolligenstrasse,135c,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107k,Bolligenstrasse,135a,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107k,Bolligenstrasse,135b,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107k,Bolligenstrasse,135c,3012688,3706,Unbekannte Hausnummer
Schosshalden-Drittel,107l,Bolligenstrasse,141,3012688,3707,Unbekannte Hausnummer
Schosshalden-Drittel,107m,Bolligenstrasse,141,3012688,3707,Unbekannte Hausnummer
Schosshalden-Drittel,107n,Bolligenstrasse,141,3012688,3707,Unbekannte Hausnummer
Schosshalden-Drittel,107l,Bolligenstrasse,141a,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107l,Bolligenstrasse,141b,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107l,Bolligenstrasse,141c,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107l,Bolligenstrasse,141d,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107l,Bolligenstrasse,141e,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107m,Bolligenstrasse,141a,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107m,Bolligenstrasse,141b,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107m,Bolligenstrasse,141c,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107m,Bolligenstrasse,141d,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107m,Bolligenstrasse,141e,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107n,Bolligenstrasse,141a,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107n,Bolligenstrasse,141b,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107n,Bolligenstrasse,141c,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107n,Bolligenstrasse,141d,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107n,Bolligenstrasse,141e,3012688,3708,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117,3012688,3709,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117,3012688,3709,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117,3012688,3709,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117a,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117b,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117c,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117d,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117e,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107o,Bolligenstrasse,117f,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117a,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117b,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117c,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117d,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117e,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107p,Bolligenstrasse,117f,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117a,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117b,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117c,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117d,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117e,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,107q,Bolligenstrasse,117f,3012688,3710,Unbekannte Hausnummer
Schosshalden-Drittel,108a,Schermenweg,10,3012688,3711,Unbekannte Hausnummer
Schosshalden-Drittel,108b,Papiermühlestrasse,114,3012688,3712,Unbekannte Hausnummer
Schosshalden-Drittel,109a,Schermenweg,10b,3012688,3713,Unbekannte Hausnummer
Schosshalden-Drittel,109b,Schermenweg,10a,3012688,3714,Unbekannte Hausnummer
Schosshalden-Drittel,109c,Papiermühlestrasse,120,3012688,3715,Unbekannte Hausnummer
Schosshalden-Drittel,109d,Papiermühlestrasse,120a,3012688,3716,Unbekannte Hausnummer
Altenberg-Drittel,110a,Worblaufenstrasse,11,3012688,3717,Unbekannte Strasse
Altenberg-Drittel,110b,Worblaufenstrasse,11a,3012688,3718,Unbekannte Strasse
Altenberg-Drittel,110c,Worblaufenstrasse,11b,3012688,3719,Unbekannte Strasse
Altenberg-Drittel,111a,Worblaufenstrasse,11c,3012688,3720,Unbekannte Strasse
Altenberg-Drittel,111b,Worblaufenstrasse,11d,3012688,3721,Unbekannte Strasse
Altenberg-Drittel,112a,Papiermühlestrasse,67,3012688,3722,OK
Altenberg-Drittel,113a,Papiermühlestrasse,67a,3012688,3723,Unbekannte Hausnummer
Altenberg-Drittel,113b,Löchliweg,30,3012688,3724,Unbekannte Hausnummer
Altenberg-Drittel,114b,Scheibenweg,54,3012688,3725,Unbekannte Strasse
Altenberg-Drittel,114c,Scheibenweg,50,3012688,3726,Unbekannte Strasse
Altenberg-Drittel,114a,Wankdorfweg,35,3012688,3727,Unbekannte Strasse
Altenberg-Drittel,115a,Wankdorfweg,11,3012688,3728,Unbekannte Strasse
Altenberg-Drittel,115b,Wankdorfweg,11,3012688,3728,Unbekannte Strasse
Altenberg-Drittel,115c,Wankdorfweg,11,3012688,3728,Unbekannte Strasse
Altenberg-Drittel,115d,Wankdorfweg,11,3012688,3728,Unbekannte Strasse
