Strasse,Hausnummer,PLZ,Ort,EGID,Breitengrad,Längengrad,Bau,Abbruch
Schwarzenburgstrasse,11a,3007,Bern,504008590,46.9397261,7.4306679,,
Schwarzenburgstrasse,12,3007,Bern,1233831,46.9399085,7.4294661,,
Schwarzenburgstrasse,12a,3007,Bern,1233832,46.9399248,7.4294471,,
Schwarzenburgstrasse,14,3007,Bern,1233833,46.9399831,7.4293435,,
Schwarzenburgstrasse,16,3007,Bern,1233834,46.9397631,7.4289678,,
Schwarzenburgstrasse,17,3007,Bern,1235027,46.9394286,7.4291055,,
Schwarzenburgstrasse,18,3007,Bern,1233835,46.9397420,7.4289433,,
Schwarzenburgstrasse,19,3007,Bern,1235028,46.9393190,7.4289440,,
Schwarzenburgstrasse,20,3007,Bern,1233836,46.9396177,7.4286613,,
Schwarzenburgstrasse,21,3007,Bern,1235029,46.9392137,7.4287586,,
Schwarzenburgstrasse,21a,3007,Bern,504010770,46.9391641,7.4289418,1910,
Schwarzenburgstrasse,22,3007,Bern,1233837,46.9395967,7.4286365,,
Schwarzenburgstrasse,23,3007,Bern,1235030,46.9389612,7.4284955,,
Schwarzenburgstrasse,24,3007,Bern,1233838,46.9394208,7.4284867,,
Schwarzenburgstrasse,25,3007,Bern,1235031,46.9388448,7.4284055,,
Schwarzenburgstrasse,30,3007,Bern,1233676,46.9388883,7.4279534,,
Schwarzenburgstrasse,31,3007,Bern,2245690,46.9382789,7.4279779,,
Schwarzenburgstrasse,32,3007,Bern,1233677,46.9387338,7.4272308,,
Schwarzenburgstrasse,32a,3007,Bern,504010769,46.9384411,7.4272630,,
Schwarzenburgstrasse,32b,3007,Bern,504008589,46.9386691,7.4273638,1940,
Schwarzenburgstrasse,34,3007,Bern,504010768,46.9382699,7.4272045,,
Schwarzenburgstrasse,35,3007,Bern,1235210,46.9378536,7.4273844,,
Schwarzenburgstrasse,35a,3007,Bern,1235210,46.9375185,7.4273041,,
Schwarzenburgstrasse,35b,3007,Bern,1235210,46.9371744,7.4276834,,
Schwarzenburgstrasse,41,3007,Bern,504010767,46.9365914,7.4284770,2011,
Schwarzenburgstrasse,47,3007,Bern,2245697,46.9355145,7.4296442,,
Schwarzenburgstrasse,49,3007,Bern,2245698,,,,2019
Schwarzenburgstrasse,58,3008,Bern,1233530,46.9361995,7.4247612,,
Schwarzenburgstrasse,59,3008,Bern,504010766,46.9360004,7.4251827,1964,
Schwarzenburgstrasse,60,3008,Bern,1233531,46.9360405,7.4246465,,
Schwarzenburgstrasse,62,3008,Bern,1233532,46.9360186,7.4246256,,
Schwarzenburgstrasse,64,3008,Bern,1233533,46.9358428,7.4246365,,
Schwarzenburgstrasse,65,3008,Bern,190181656,46.9352756,7.4249434,2011,
Schwarzenburgstrasse,66,3008,Bern,1233534,46.9357590,7.4245574,,
Schwarzenburgstrasse,67,3008,Bern,190181657,46.9351539,7.4248381,2011,
Schwarzenburgstrasse,69,3008,Bern,190181658,46.9350659,7.4247507,2011,
Schwarzenburgstrasse,71,3008,Bern,190181659,46.9349499,7.4246405,2011,
Schwarzenburgstrasse,71a,3008,Bern,504008588,46.9349388,7.4244142,2010,
Schwarzenburgstrasse,76,3008,Bern,2245707,46.9355157,7.4238332,1979,
Schwarzenburgstrasse,80,3008,Bern,504010764,46.9348125,7.4236777,1980,
Schwarzenburgstrasse,80a,3008,Bern,191815393,46.9346500,7.4232290,1999,
Schwarztorstrasse,1,3007,Bern,1234471,46.9424637,7.4373143,,
Schwarztorstrasse,3,3007,Bern,1234472,46.9425478,7.4370851,,
Schwarztorstrasse,5,3007,Bern,1234473,46.9427034,7.4366540,,
Schwarztorstrasse,7,3007,Bern,2245709,46.9427709,7.4364763,1900,
Schwarztorstrasse,7a,3007,Bern,504010757,46.9425335,7.4364170,1950,
Schwarztorstrasse,9,3007,Bern,2245711,46.9427801,7.4364515,1906,
Schwarztorstrasse,11,3007,Bern,1234474,46.9428663,7.4362108,,
Schwarztorstrasse,14,3007,Bern,504010762,46.9432521,7.4356837,1931,
Schwarztorstrasse,14a,3007,Bern,504008586,46.9432772,7.4357942,,
Schwarztorstrasse,18,3007,Bern,2245712,46.9434997,7.4350161,1910,
Schwarztorstrasse,20,3007,Bern,2245713,46.9435350,7.4349199,1910,
Schwarztorstrasse,21,3007,Bern,2245714,46.9432317,7.4351648,1931,
Schwarztorstrasse,22,3007,Bern,1234464,46.9435606,7.4348510,1910,
Schwarztorstrasse,23,3007,Bern,1234447,46.9434585,7.4346146,,
Schwarztorstrasse,25,3007,Bern,1234448,46.9435383,7.4343972,,
Schwarztorstrasse,26,3007,Bern,2245715,46.9438072,7.4341808,1908,
Schwarztorstrasse,26a,3007,Bern,504008585,46.9438044,7.4344359,1963,
Schwarztorstrasse,28,3007,Bern,2245717,46.9439946,7.4340724,1878-01,
Schwarztorstrasse,30,3007,Bern,1234462,46.9440246,7.4339916,,
Schwarztorstrasse,31,3007,Bern,1234449,46.9437885,7.4336952,,
Schwarztorstrasse,31a,3007,Bern,504008584,46.9435538,7.4335840,,
Schwarztorstrasse,32,3007,Bern,2245718,46.9440632,7.4338877,1890,
Schwarztorstrasse,34,3007,Bern,1234463,46.9440910,7.4338126,,
Schwarztorstrasse,36,3007,Bern,1234536,46.9441866,7.4339696,,
Schwarztorstrasse,36a,3007,Bern,504008583,46.9442956,7.4338662,,
Schwarztorstrasse,37,3007,Bern,1234450,46.9439664,7.4332314,,
Schwarztorstrasse,39,3007,Bern,1234451,46.9439938,7.4331440,,
Schwarztorstrasse,40,3007,Bern,191746528,46.9441178,7.4334637,1958,
Schwarztorstrasse,40a,3007,Bern,504008582,46.9441825,7.4336593,,
Schwarztorstrasse,41,3007,Bern,1234452,46.9440413,7.4330280,,
Schwarztorstrasse,42,3007,Bern,504008581,46.9442818,7.4334131,1971,
Schwarztorstrasse,43,3007,Bern,190091186,46.9440816,7.4329058,1900,
Schwarztorstrasse,45,3007,Bern,1234454,46.9441155,7.4328270,,
Schwarztorstrasse,47,3007,Bern,1234455,46.9441352,7.4327551,,
Schwarztorstrasse,48,3007,Bern,2245721,46.9446468,7.4322807,1980,
Schwarztorstrasse,48a,3007,Bern,504008580,46.9448945,7.4325152,,
Schwarztorstrasse,50,3007,Bern,1234437,46.9447402,7.4313714,,
Schwarztorstrasse,51,3007,Bern,1234438,46.9441848,7.4320015,,
Schwarztorstrasse,53,3007,Bern,2245722,46.9443274,7.4316381,,
Schwarztorstrasse,55,3007,Bern,1234439,46.9443543,7.4314952,,
Schwarztorstrasse,56,3007,Bern,1234440,46.9448539,7.4305799,,
Schwarztorstrasse,57,3007,Bern,2245723,46.9444021,7.4311394,1964,
Schwarztorstrasse,59,3007,Bern,2245724,46.9444532,7.4307665,,
Schwarztorstrasse,59a,3007,Bern,504008579,46.9443607,7.4305856,,
Schwarztorstrasse,60,3007,Bern,504008578,46.9445920,7.4309327,1985,
Schwarztorstrasse,61,3007,Bern,1234441,46.9444448,7.4302607,,
Schwarztorstrasse,61a,3007,Bern,504008577,46.9442188,7.4300923,,
Schwarztorstrasse,62,3007,Bern,504010761,46.9447903,7.4299837,1929,
Schwarztorstrasse,67,3007,Bern,1234014,46.9445606,7.4295161,,
Schwarztorstrasse,69,3007,Bern,2245727,46.9445604,7.4294898,1866,
Schwarztorstrasse,69a,3007,Bern,504010760,46.9443639,7.4292780,1937,
Schwarztorstrasse,70,3007,Bern,1234021,46.9447595,7.4290695,,
Schwarztorstrasse,71,3007,Bern,1234015,46.9445350,7.4289453,,
Schwarztorstrasse,72,3007,Bern,1234022,46.9447578,7.4288049,,
Schwarztorstrasse,74,3007,Bern,1234023,46.9448548,7.4286428,,
Schwarztorstrasse,75,3007,Bern,1234016,46.9445667,7.4281960,,2024
Schwarztorstrasse,75,3007,Bern,192046655,46.9445667,7.4281960,,
Schwarztorstrasse,75a,3007,Bern,504010759,46.9444160,7.4280766,1927,
Schwarztorstrasse,76,3007,Bern,1234024,46.9448338,7.4283733,,2024
Schwarztorstrasse,77,3007,Bern,1234017,46.9445535,7.4278762,,
Schwarztorstrasse,77a,3007,Bern,504010758,46.9443556,7.4279546,1910,
Schwarztorstrasse,81,3007,Bern,1234018,46.9445614,7.4275510,,2024
Schwarztorstrasse,83,3007,Bern,1234019,46.9445606,7.4274390,,2024
Schwarztorstrasse,87,3007,Bern,2245731,46.9445199,7.4269754,1965,
Schwarztorstrasse,87a,3007,Bern,504008576,46.9444827,7.4263893,,
Schwarztorstrasse,93,3007,Bern,1234122,46.9445532,7.4262773,,
Schwarztorstrasse,93a,3007,Bern,504008575,46.9445671,7.4262410,1990,
Schwarztorstrasse,95,3007,Bern,1234123,46.9445521,7.4261003,,
Schwarztorstrasse,96,3007,Bern,2247407,46.9447491,7.4264405,1989,
Schwarztorstrasse,97,3007,Bern,1234109,46.9445510,7.4259245,,
Schwarztorstrasse,99,3007,Bern,1234110,46.9445497,7.4257184,,
Schwarztorstrasse,101,3007,Bern,1234111,46.9445479,7.4254817,,
Schwarztorstrasse,102,3007,Bern,1234100,,,,2010
Schwarztorstrasse,102,3007,Bern,190437129,46.9447757,7.4257512,2013-06,
Schwarztorstrasse,102a,3007,Bern,190437129,46.9450001,7.4257185,2013-06,
Schwarztorstrasse,103,3007,Bern,1234112,46.9445465,7.4252451,,
Schwarztorstrasse,104,3007,Bern,190437130,46.9447406,7.4252594,2013-05,
Schwarztorstrasse,104,3007,Bern,2245733,,,,2010
Schwarztorstrasse,105,3007,Bern,1234113,46.9445451,7.4250093,,
Schwarztorstrasse,106,3007,Bern,190437131,46.9447383,7.4248517,2013-03,
Schwarztorstrasse,107,3007,Bern,1234114,46.9445435,7.4247404,,
Schwarztorstrasse,108,3007,Bern,190437132,46.9447358,7.4244526,2013-02,
Schwarztorstrasse,110,3007,Bern,190437134,46.9447339,7.4240481,2013-01,
Schwarztorstrasse,110a,3007,Bern,504008587,46.9451000,7.4241943,,
Schwarztorstrasse,115,3007,Bern,1234156,46.9445007,7.4240979,,
Schwarztorstrasse,115a,3007,Bern,2245735,46.9444992,7.4238318,,
Schwarztorstrasse,120,3007,Bern,1234106,46.9448419,7.4236436,,
Schwarztorstrasse,121,3007,Bern,1234271,46.9444927,7.4227939,,
Schwarztorstrasse,122,3007,Bern,1234107,46.9449585,7.4236376,,
Schwarztorstrasse,122a,3007,Bern,504010763,46.9450543,7.4236704,1951,
Schwarztorstrasse,123,3007,Bern,1234272,46.9444915,7.4225616,,
Schwarztorstrasse,124,3007,Bern,1234108,46.9447064,7.4231471,,
Schweizerhofpassage,1,3011,Bern,1230700,46.9482068,7.4414859,,
Schweizerhofpassage,2,3011,Bern,1230700,46.9482282,7.4415187,,
Schweizerhofpassage,3,3011,Bern,1230700,46.9483353,7.4414397,,
Schweizerhofpassage,4,3011,Bern,1230700,46.9482995,7.4414926,,
Schweizerhofpassage,6,3011,Bern,1230700,46.9483315,7.4414833,,
Schweizerhofpassage,7,3011,Bern,1230700,46.9485686,7.4413236,,
Schweizerhofpassage,8,3011,Bern,1230700,46.9483641,7.4414706,,
Schweizerhofpassage,10,3011,Bern,1230700,46.9484157,7.4414525,,
Schweizerhofpassage,12,3011,Bern,1230700,46.9484671,7.4414355,,
Schweizerhofpassage,14,3011,Bern,1230700,46.9485197,7.4414159,,
Schweizerhofpassage,16,3011,Bern,1230700,46.9485792,7.4413953,,
Schwellenmattstrasse,1,3005,Bern,1236100,46.9447951,7.4467497,,
Schwellenmattstrasse,14,3005,Bern,504010756,46.9443693,7.4500875,1920,
Schwyzerstärnweg,4,3012,Bern,504010751,46.9542089,7.4411522,1969,
Schwyzerstärnweg,16,3012,Bern,504010755,46.9546190,7.4404894,1900,
Schwyzerstärnweg,16a,3012,Bern,504010754,46.9548678,7.4402382,,
Schwyzerstärnweg,18,3012,Bern,1230782,46.9550580,7.4401349,,
Schwyzerstärnweg,18a,3012,Bern,504010753,46.9552400,7.4401939,1968,
Schwyzerstärnweg,22,3012,Bern,504010752,46.9554322,7.4401436,,
Schänzlihalde,1,3013,Bern,190722609,46.9527030,7.4489845,2011,
Schänzlihalde,7,3013,Bern,1239242,46.9528476,7.4486288,,
Schänzlihalde,11,3013,Bern,1239253,46.9528684,7.4482228,,
Schänzlihalde,15,3013,Bern,2245469,46.9527922,7.4477868,,
Schänzlihalde,17,3013,Bern,504010750,46.9527637,7.4476615,,
Schänzlihalde,17a,3013,Bern,504010749,46.9526145,7.4474742,,
Schänzlihalde,19,3013,Bern,1239243,46.9525240,7.4469972,,
Schänzlihalde,19a,3013,Bern,504008574,46.9523571,7.4469523,,
Schänzlihalde,21,3013,Bern,1239244,46.9527402,7.4471385,,
Schänzlihalde,21a,3013,Bern,504010748,46.9527431,7.4473207,1920,
Schänzlihalde,23,3013,Bern,1239245,46.9528400,7.4467805,,
Schänzlihalde,23a,3013,Bern,504010747,46.9528006,7.4469332,1910,
Schänzlihalde,25,3013,Bern,1239246,46.9529917,7.4465989,,
Schänzlihalde,27,3013,Bern,1239247,46.9531686,7.4465077,,
Schänzlihalde,29,3013,Bern,1239248,46.9531271,7.4463045,,
Schänzlihalde,30,3013,Bern,1239258,46.9538674,7.4466164,,
Schänzlihalde,31,3013,Bern,1239254,46.9536751,7.4463605,,
Schänzlihalde,31a,3013,Bern,504010746,46.9533585,7.4460664,,
Schänzlihalde,32,3013,Bern,1239259,46.9539971,7.4464945,,
Schänzlihalde,32a,3013,Bern,504008573,46.9539896,7.4468972,1971,
Schänzlihalde,34,3013,Bern,1239260,46.9541287,7.4463708,,
Schänzlihalde,34a,3013,Bern,504008572,46.9540474,7.4469318,1971,
Schänzlistrasse,7,3013,Bern,1239122,46.9524472,7.4580406,,
Schänzlistrasse,9,3013,Bern,1239123,46.9525054,7.4575610,,
Schänzlistrasse,9a,3013,Bern,504010729,46.9524935,7.4574173,1926,
Schänzlistrasse,11,3013,Bern,1239124,46.9524432,7.4571955,,
Schänzlistrasse,11a,3013,Bern,504010745,46.9523997,7.4569961,1966,
Schänzlistrasse,11b,3013,Bern,504008571,46.9522384,7.4573288,,
Schänzlistrasse,15,3013,Bern,1239130,46.9523755,7.4564824,,
Schänzlistrasse,15a,3013,Bern,504008570,46.9523711,7.4560735,,
Schänzlistrasse,19,3013,Bern,1239131,46.9523169,7.4559772,,
Schänzlistrasse,19b,3013,Bern,504008569,46.9517028,7.4563196,1951,
Schänzlistrasse,21,3013,Bern,1239132,46.9524884,7.4558232,,
Schänzlistrasse,27,3013,Bern,504010744,46.9520616,7.4553230,1951,
Schänzlistrasse,31a,3013,Bern,504010743,46.9514918,7.4549554,1926,
Schänzlistrasse,31e,3013,Bern,504010742,46.9513429,7.4542245,1936,
Schänzlistrasse,31f,3013,Bern,504010741,46.9513065,7.4540312,,
Schänzlistrasse,31g,3013,Bern,504010740,46.9513422,7.4541128,,
Schänzlistrasse,31j,3013,Bern,504010739,46.9514381,7.4542780,1936,
Schänzlistrasse,31k,3013,Bern,504010738,46.9515096,7.4547949,,
Schänzlistrasse,31l,3013,Bern,504010737,46.9514934,7.4549845,,
Schänzlistrasse,33,3013,Bern,1239133,46.9525770,7.4544603,,
Schänzlistrasse,39,3013,Bern,1239134,46.9522295,7.4537404,,
Schänzlistrasse,39b,3013,Bern,504008568,46.9522560,7.4536506,,
Schänzlistrasse,39c,3013,Bern,504008567,46.9522119,7.4545808,,
Schänzlistrasse,39d,3013,Bern,504008566,46.9523167,7.4540456,,
Schänzlistrasse,39e,3013,Bern,504008565,46.9523415,7.4533885,,
Schänzlistrasse,43,3013,Bern,1239135,46.9525625,7.4535049,,
Schänzlistrasse,43a,3013,Bern,504008564,46.9524164,7.4539607,,
Schänzlistrasse,43c,3013,Bern,504010736,46.9526363,7.4529819,1900,
Schänzlistrasse,45,3013,Bern,1239137,46.9524254,7.4527390,,
Schänzlistrasse,45a,3013,Bern,504010735,46.9526132,7.4528244,1960,
Schänzlistrasse,45c,3013,Bern,504010734,46.9526479,7.4525401,1968,
Schänzlistrasse,47,3013,Bern,1239184,46.9524625,7.4523782,,
Schänzlistrasse,47a,3013,Bern,504010733,46.9525441,7.4524406,1942,
Schänzlistrasse,47b,3013,Bern,504010732,46.9522575,7.4521283,1900,
Schänzlistrasse,49,3013,Bern,1239185,46.9528057,7.4523202,,
Schänzlistrasse,53,3013,Bern,2245823,46.9529138,7.4517628,,
Schänzlistrasse,53a,3013,Bern,504010731,46.9527995,7.4515908,1980,
Schänzlistrasse,53b,3013,Bern,504010730,46.9528542,7.4518260,1980,
Schänzlistrasse,57,3013,Bern,2245460,46.9530994,7.4511775,,
Schänzlistrasse,63,3013,Bern,1239250,46.9528567,7.4505764,1961,
Schänzlistrasse,63a,3013,Bern,504008563,46.9526947,7.4503953,,
Schänzlistrasse,65,3013,Bern,1239251,46.9530816,7.4503590,,
Schänzlistrasse,65a,3013,Bern,1239251,46.9531845,7.4500493,,
Schänzlistrasse,65b,3013,Bern,504008562,46.9531171,7.4504453,,
Schänzlistrasse,71,3013,Bern,1239255,46.9537406,7.4484913,,
Schänzlistrasse,72,3013,Bern,1239283,46.9540420,7.4481951,,
Schärerstrasse,1,3014,Bern,1239919,46.9604367,7.4608105,,
Schärerstrasse,3,3014,Bern,1239920,46.9603994,7.4606172,,
Schärerstrasse,5,3014,Bern,1239921,46.9603619,7.4604231,,
Schärerstrasse,7,3014,Bern,1239907,46.9603244,7.4602289,,
Schärerstrasse,9,3014,Bern,1239908,46.9602870,7.4600349,,
Schärerstrasse,11,3014,Bern,1239909,46.9602651,7.4599214,,
Schärerstrasse,15,3014,Bern,1239910,46.9602295,7.4597371,,
Schärerstrasse,17,3014,Bern,1239911,46.9601920,7.4595430,,
Schärerstrasse,19,3014,Bern,1239912,46.9601546,7.4593489,,
Schärerstrasse,21,3014,Bern,1239913,46.9601188,7.4591636,,
Schärerstrasse,23,3014,Bern,1239914,46.9600797,7.4589613,,
Schönauweg,2,3007,Bern,1235666,46.9346659,7.4424535,,
Schönauweg,2a,3007,Bern,504010727,46.9345615,7.4425930,,
Schönauweg,4,3007,Bern,1235667,46.9344397,7.4427345,,
Schönauweg,4a,3007,Bern,504010726,46.9344076,7.4425433,1900,
Schönauweg,4b,3007,Bern,504010725,46.9343516,7.4426127,1900,
Schönauweg,6,3007,Bern,1235668,46.9343240,7.4428422,,
Schönauweg,6a,3007,Bern,191150430,46.9343098,7.4426904,1886,
Schönauweg,8,3007,Bern,1235669,46.9339916,7.4429850,,
Schönauweg,8a,3007,Bern,504008561,46.9340964,7.4428247,1973,
Schönauweg,10,3007,Bern,1235670,46.9339767,7.4430011,,
Schönauweg,10a,3007,Bern,1235671,46.9339330,7.4428846,,
Schönauweg,10b,3007,Bern,1235672,46.9339232,7.4428622,,
Schönauweg,12,3007,Bern,1235673,46.9337631,7.4434013,,
Schönauweg,12a,3007,Bern,504010728,46.9336520,7.4429692,1951,
Schönauweg,14,3007,Bern,1235674,46.9336887,7.4435589,,
Schönbergrain,2,3006,Bern,1238645,46.9509293,7.4632987,,
Schönbergrain,6,3006,Bern,1238646,46.9509333,7.4635120,,
Schönbergrain,8,3006,Bern,1238647,46.9510241,7.4636422,,
Schönbergrain,10,3006,Bern,504010724,46.9510587,7.4637127,1954,
Schönbergrain,10a,3006,Bern,504010723,46.9510782,7.4637538,1954,
Schönbergrain,12,3006,Bern,1238648,46.9512260,7.4640112,,
Schönbergweg,3,3006,Bern,1238649,46.9511903,7.4630206,,
Schönbergweg,5,3006,Bern,1238650,46.9513329,7.4631279,,
Schönbergweg,5a,3006,Bern,504010714,46.9513366,7.4630222,1960,
Schönbergweg,6,3006,Bern,1238651,46.9516182,7.4629630,,
Schönbergweg,6a,3006,Bern,504008560,46.9514694,7.4630166,1921,
Schönbergweg,7,3006,Bern,1238652,46.9514144,7.4633111,,
Schönbergweg,9,3006,Bern,1238653,46.9514548,7.4634197,,
Schönbergweg,10,3006,Bern,1238654,46.9517882,7.4631426,,
Schönbergweg,11,3006,Bern,1238655,46.9515216,7.4636154,,
Schönbergweg,11a,3006,Bern,504010722,46.9515748,7.4636328,1940,
Schönbergweg,12,3006,Bern,1238656,46.9518473,7.4632923,,
Schönbergweg,14,3006,Bern,1238657,46.9518738,7.4636469,,
Schönbergweg,16,3006,Bern,1238658,46.9519524,7.4638632,,
Schönbergweg,17,3006,Bern,1238659,46.9516010,7.4638998,,
Schönbergweg,17a,3006,Bern,504010721,46.9515311,7.4641106,1921,
Schönbergweg,18,3006,Bern,1238660,46.9519145,7.4640592,,
Schönbergweg,20,3006,Bern,1238661,46.9518415,7.4642536,,
Schönbergweg,21,3006,Bern,1238662,46.9514507,7.4641571,,
Schönbergweg,21a,3006,Bern,504010720,46.9515105,7.4641437,1925,
Schönbergweg,22,3006,Bern,1238663,46.9517901,7.4644429,,
Schönbergweg,22a,3006,Bern,504010719,46.9515985,7.4643069,1951,
Schönbergweg,23,3006,Bern,1238664,46.9513344,7.4643207,,
Schönbergweg,23a,3006,Bern,504010718,46.9512616,7.4641341,1999,
Schönbergweg,24,3006,Bern,1238691,46.9516556,7.4645202,,
Schönbergweg,24a,3006,Bern,504010717,46.9514864,7.4644370,1933,
Schönbergweg,26,3006,Bern,1238692,46.9515223,7.4647117,,
Schönbergweg,26a,3006,Bern,504010716,46.9513689,7.4645884,1966,
Schönbergweg,28,3006,Bern,1238693,46.9513788,7.4649060,,
Schönbergweg,28a,3006,Bern,504010715,46.9512421,7.4646563,1968,
Schönbergweg,30,3006,Bern,1238694,46.9513235,7.4650752,,
Schönbergweg,30a,3006,Bern,191666091,46.9511489,7.4648682,2017,
Schönburgstrasse,5,3013,Bern,1239387,46.9531036,7.4564365,,
Schönburgstrasse,7a,3013,Bern,504010710,46.9532572,7.4566408,1934,
Schönburgstrasse,16,3013,Bern,1239410,46.9543195,7.4574317,,
Schönburgstrasse,16a,3013,Bern,2245610,46.9542030,7.4574995,1950,
Schönburgstrasse,18,3013,Bern,1239411,46.9545041,7.4574079,,
Schönburgstrasse,19,3013,Bern,1239717,46.9545454,7.4570807,,
Schönburgstrasse,19a,3013,Bern,191953726,46.9546464,7.4571335,,
Schönburgstrasse,20,3013,Bern,1239423,46.9546479,7.4575138,,
Schönburgstrasse,20a,3013,Bern,504010713,46.9546091,7.4578106,1950,
Schönburgstrasse,21,3013,Bern,1239718,46.9547275,7.4572044,,
Schönburgstrasse,23,3013,Bern,1239722,46.9548257,7.4572796,,
Schönburgstrasse,25,3013,Bern,1239723,46.9549239,7.4573544,,
Schönburgstrasse,41,3013,Bern,2245612,46.9553868,7.4576901,1965,
Schönburgstrasse,41a,3013,Bern,504008558,46.9556744,7.4575031,,
Schönburgstrasse,43,3013,Bern,1239724,46.9555527,7.4578884,,
Schönburgstrasse,46,3013,Bern,1239731,46.9548444,7.4576580,,
Schönburgstrasse,48,3013,Bern,1239732,46.9549241,7.4577189,,
Schönburgstrasse,48a,3013,Bern,504010712,46.9548744,7.4580023,1957,
Schönburgstrasse,52,3013,Bern,190091185,46.9551115,7.4578655,1949,
Schönburgstrasse,54,3013,Bern,1239733,46.9551727,7.4579098,,
Schönburgstrasse,56,3013,Bern,1239734,46.9553111,7.4580157,,
Schönburgstrasse,58,3013,Bern,1239735,46.9554550,7.4581256,,
Schönburgstrasse,60,3013,Bern,1239736,46.9555855,7.4582301,,
Schönburgstrasse,60a,3013,Bern,504010711,46.9555679,7.4584216,1961,
Schöneggweg,12,3007,Bern,1235648,46.9342847,7.4415436,1950,
Schöneggweg,14,3007,Bern,1235649,46.9343397,7.4418292,,
Schöneggweg,14a,3007,Bern,504010709,46.9342691,7.4420427,1900,
Schöneggweg,16,3007,Bern,1235650,46.9341641,7.4420762,,
Schöneggweg,17,3007,Bern,1235651,46.9346208,7.4416783,,
Schöneggweg,17a,3007,Bern,504010708,46.9346206,7.4416139,,
Schöneggweg,18,3007,Bern,1235652,46.9344663,7.4420075,,
Schöneggweg,20,3007,Bern,1235653,46.9343695,7.4421629,,
Schöneggweg,22,3007,Bern,1235654,46.9341000,7.4423207,,
Schöneggweg,23,3007,Bern,1235675,46.9348074,7.4422911,,
Schöneggweg,24,3007,Bern,1235655,46.9339552,7.4424896,,
Schöneggweg,25,3007,Bern,1235676,46.9349025,7.4423555,,
Schöneggweg,25a,3007,Bern,504010707,46.9349444,7.4423602,1955,
Schöneggweg,30,3007,Bern,1235656,46.9341381,7.4426562,,
Schöneggweg,32,3007,Bern,1235657,46.9342614,7.4425617,,
Schöneggweg,34,3007,Bern,1235658,46.9343974,7.4423694,,
Schöneggweg,36,3007,Bern,1235659,46.9345431,7.4421707,,
Schöneggweg,36a,3007,Bern,504010706,46.9344732,7.4423837,1900,
Schüttestrasse,28,3011,Bern,2245646,,,,1999
Schüttestrasse,28a,3011,Bern,504008557,46.9498262,7.4452046,1995,
Schützengässchen,3,3011,Bern,504010705,46.9483822,7.4461554,,
Schützengässchen,5,3011,Bern,2245648,46.9484005,7.4461554,1900,
Schützenmattstrasse,7,3012,Bern,191684863,46.9530904,7.4409587,1897,
Schützenmattstrasse,7,3012,Bern,191684976,,,1896,2019
Schützenmattstrasse,9,3012,Bern,191703017,46.9532614,7.4405453,1897,
Schützenmattstrasse,11,3012,Bern,191703016,46.9532107,7.4402737,1897,
Schützenmattstrasse,12,3012,Bern,1230781,46.9534708,7.4408670,,
Schützenmattstrasse,12a,3012,Bern,504010704,46.9533287,7.4410419,1900,
Schützenmattstrasse,12b,3012,Bern,9081719,46.9532015,7.4411085,1910,
Schützenmattstrasse,12c,3012,Bern,504010703,46.9534690,7.4411618,1925,
Schützenmattstrasse,12d,3012,Bern,504010702,46.9534061,7.4415001,,
Schützenmattstrasse,12e,3012,Bern,504010701,46.9532148,7.4413169,1960,
Schützenmattstrasse,12q,3012,Bern,504010700,46.9537985,7.4411031,1950,
Schützenmattstrasse,14,3012,Bern,2245658,46.9535136,7.4402831,1900,
Schützenweg,1,3014,Bern,1240599,46.9600884,7.4537358,,
Schützenweg,3,3014,Bern,1240600,46.9600470,7.4536135,,
Schützenweg,5,3014,Bern,1240601,46.9600392,7.4535896,,
Schützenweg,7,3014,Bern,1240602,46.9599998,7.4534645,,
Schützenweg,7a,3014,Bern,504010697,46.9599540,7.4533697,1961,
Schützenweg,8,3014,Bern,1240734,46.9601814,7.4533821,,
Schützenweg,9,3014,Bern,1240603,46.9599208,7.4532227,,
Schützenweg,9a,3014,Bern,504010696,46.9599427,7.4533340,1961,
Schützenweg,10,3014,Bern,1240735,46.9601225,7.4531526,,
Schützenweg,11,3014,Bern,1240604,46.9598783,7.4530992,,
Schützenweg,12,3014,Bern,1240655,46.9600638,7.4529241,,
Schützenweg,13,3014,Bern,1240605,46.9598705,7.4530753,,
Schützenweg,15,3014,Bern,1240606,46.9598324,7.4529502,,
Schützenweg,16,3014,Bern,1240616,46.9599129,7.4523761,,
Schützenweg,18,3014,Bern,1240617,46.9598022,7.4521994,,
Schützenweg,19,3014,Bern,1240607,46.9596683,7.4524702,,
Schützenweg,20,3014,Bern,1240618,46.9597114,7.4521070,,
Schützenweg,21,3014,Bern,1240608,46.9596242,7.4523140,,
Schützenweg,22,3014,Bern,1240555,46.9591328,7.4503915,,
Schützenweg,22a,3014,Bern,504010699,46.9592726,7.4502794,1951,
Schützenweg,22b,3014,Bern,504010698,46.9592032,7.4500638,1954,
Schützenweg,23,3014,Bern,1240609,46.9595645,7.4521679,,
Schützenweg,37,3014,Bern,1240532,46.9589005,7.4504053,,
Schützenweg,39,3014,Bern,1240533,46.9588844,7.4504172,,
Seelandweg,7,3013,Bern,191666560,46.9554658,7.4462783,1910,
Seelandweg,7a,3013,Bern,504008556,46.9557821,7.4462128,1985,
Seftigenstrasse,1,3007,Bern,2245744,46.9401045,7.4319120,1962,
